,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1,Gempylidae1
7398,90 100 8901 JD,8901,JD,90,100,-122.66,31.08333,1989,winter,0,0,0,0,0,0,0,0,0,0,8.98,0,0,0,13.47,0,0,0,0,0,0,0,0,0,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,90 110 8901 JD,8901,JD,90,110,-123.3317,30.75167,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,90 120 8901 JD,8901,JD,90,120,-123.9983,30.41833,1989,winter,0,0,0,0,0,0,0,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,10.08,5.04,25.2,0,0,0,0,10.08,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7401,93.3 26.7 8901 JD,8901,JD,93.3,26.7,-117.3033,32.95667,1989,winter,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,239.61,0,0,0,0,0,0,0,0,4.89,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0
7402,93.3 28 8901 JD,8901,JD,93.3,28,-117.3933,32.91333,1989,winter,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,69.55,0,0,0,0,0,0,0,0,64.2,0,0,0,0,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,16.05,0,0
7403,93.3 30 8901 JD,8901,JD,93.3,30,-117.53,32.85,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8642,0,0,0,0,0,0,0,0,0,0,0,0,0,47.81893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.90947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95473,0,0
7404,93.3 35 8901 JD,8901,JD,93.3,35,-117.875,32.68333,1989,winter,0,0,0,0,0,0,0,10.56,0,0,0,0,0,0,52.8,0,0,0,0,0,0,0,0,31.68,5.28,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,93.3 40 8901 JD,8901,JD,93.3,40,-118.2433,32.47,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.67,0,0,0,0,0,0,0,0,86.24,5.39,0,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,5.39,0,0,0,0,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0
7406,93.3 45 8901 JD,8901,JD,93.3,45,-118.55,32.34333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395.6,0,0,0,0,0,0,0,0,566.8,10.4,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5.2,0,0,46.8,0,0,0,0,0,5.2,0,0,0,0,0,0,5.2,0,0,0,0,0,10.4,0,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0,0
7407,93.3 50 8901 JD,8901,JD,93.3,50,-118.8917,32.18167,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,124.56,0,0,0,0,280.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0
7408,93.3 60 8901 JD,8901,JD,93.3,60,-119.5717,31.84667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.58,16.29,0,0,0,38.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0,0
7409,93.3 70 8901 JD,8901,JD,93.3,70,-120.2467,31.51333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,93.3 80 8901 JD,8901,JD,93.3,80,-120.92,31.18,1989,winter,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,93.3 90 8901 JD,8901,JD,93.3,90,-121.5967,30.855,1989,winter,0,0,0,0,0,0,0,0,0,0,20.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,5.06,5.06,0,10.12,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0
7412,93.3 100 8901 JD,8901,JD,93.3,100,-122.2583,30.51333,1989,winter,0,0,0,5.22,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,10.44,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7413,93.3 110 8901 JD,8901,JD,93.3,110,-122.925,30.18,1989,winter,0,0,0,4.96,0,0,4.96,0,0,0,4.96,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,93.3 120 8901 JD,8901,JD,93.3,120,-123.5867,29.84667,1989,winter,0,0,0,0,0,0,116.6,0,0,0,58.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,79.5,5.3,26.5,0,5.3,5.3,0,10.6,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,76.7 49 8904 JD,8904,JD,76.7,49,-120.7767,35.08833,1989,spring,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32,0,0,14.49,0,0,0,0,0,0,0,0,0,0,0,0
7416,76.7 51 8904 JD,8904,JD,76.7,51,-120.9183,35.02333,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.828571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,76.7 55 8904 JD,8904,JD,76.7,55,-121.1967,34.88667,1989,spring,9.669903,0,0,0,0,0,0,0,0,0,0,0,0,0,9.669903,0,0,0,0,0,0,0,0,29.00971,0,0,9.669903,0,9.669903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.34951,0,0,0,0,0,0,0,0,0,0,0,0,9.669903,0,0
7418,76.7 60 8904 JD,8904,JD,76.7,60,-121.5483,34.72167,1989,spring,0,0,0,0,0,0,0,19.52663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52663,19.52663,0,0,0,0,0,9.763314,0,0,0,0,0,0,0,0,0,0,0,0,29.28994,0,0,0,0,0,0,0,0,0,0,0,0,0,78.10651,0,0,0,0,0,29.28994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.763314,0,29.28994,0,0,0,0,0,0,0,0,0,0,0,0,9.763314,0,0
7419,76.7 70 8904 JD,8904,JD,76.7,70,-122.2483,34.38833,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02941,0,0,0,0,0,0,0,0,11.02941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.14706,0,0,0,0,0,0,0,0,0,0,132.3529,0,0,0,0,0,11.02941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02941,11.02941,0,0
7420,76.7 80 8904 JD,8904,JD,76.7,80,-122.9417,34.055,1989,spring,0,0,0,0,0,0,0,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,124.75,0,0,0,0,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0,9.98,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,76.7 90 8904 JD,8904,JD,76.7,90,-123.6333,33.72167,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.844055,59.06433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68811,0,0,9.844055,19.68811,0,0,0,0,0,0,0,0,0,137.8168,0,0,0,0,0,68.90838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7422,80 51 8904 JD,8904,JD,80,51,-120.525,34.44833,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02439,0,0,0,0,0,0,0,0,0,9.02439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02439,0,0,0,0,0,0,0,0,0,0,0,0,54.14634,0,0
7423,80 55 8904 JD,8904,JD,80,55,-120.8,34.315,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,9.46,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,4.73,9.46,0,0
7424,80 60 8904 JD,8904,JD,80,60,-121.15,34.15167,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74534,0,0,0,0,10.74534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.98137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,80 70 8904 JD,8904,JD,80,70,-121.845,33.81667,1989,spring,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,0,0,0,44.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,0,0,0,0,4.93,0,0
7426,80 80 8904 JD,8904,JD,80,80,-122.5333,33.48333,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,19.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,59.52,0,0,0,0,0,14.88,0,0,0,0,0,0,0,0,0,0,0,0,19.84,0,0,0,0,4.96,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0
7427,80 90 8904 JD,8904,JD,80,90,-123.2233,33.15,1989,spring,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78,0,0,0,63.12,0,0,0,0,0,0,0,0,0,10.52,0,0,0,0,0,15.78,0,105.2,0,0,0,0,10.52,0,0,0,0,0,78.9,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,81.8 46.9 8904 JD,8904,JD,81.8,46.9,-120.025,34.27333,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.752066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7429,83.3 40.6 8904 JD,8904,JD,83.3,40.6,-119.4117,34.225,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.69291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.346457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7430,83.3 42 8904 JD,8904,JD,83.3,42,-119.5083,34.17833,1989,spring,10.24742,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4742,0,0,0,0,0,0,0,0,0,0,0,0,30.74227,0,0
7431,83.3 51 8904 JD,8904,JD,83.3,51,-120.1333,33.87833,1989,spring,0,0,0,0,0,10.28,0,0,0,0,0,0,0,0,246.72,0,0,0,0,0,0,0,0,0,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28,0,0,0,0,0,10.28,0,0,0,0,71.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.08,0,0,51.4,0,10.28,0,0,0,0,0,0,0,10.28,0,0
7432,83.3 55 8904 JD,8904,JD,83.3,55,-120.41,33.745,1989,spring,10.29289,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5649,0,0,0,0,0,0,0,0,0,0,0,10.29289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.58577,0,0,0,0,236.7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.9289,0,0,0,0,0,0,0,0,0,0,0,0,20.58577,0,0
7433,83.3 60 8904 JD,8904,JD,83.3,60,-120.7567,33.57833,1989,spring,9.979339,0,0,0,0,0,0,9.979339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.93802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.979339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.7314,0,0,0,0,0,9.979339,0,0,0,0,0,0,0,0,0,0,0,0,9.979339,0,0,0,0,0,0,19.95868,0,0,0,0,0,0,0,0,0,0,0,0,49.89669,0,0
7434,83.3 70 8904 JD,8904,JD,83.3,70,-121.4433,33.245,1989,spring,0,0,0,30.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,15.21,0,0,0,5.07,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,20.28,0,0,15.21,0,0,0,0,0,0,0,0,0,0,25.35,0,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,5.07,0,30.42,25.35,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0
7435,83.3 80 8904 JD,8904,JD,83.3,80,-122.1283,32.91167,1989,spring,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,9.82,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.28,0,0,0,0,0,34.37,0,0,0,0,0,0,0,0,0,4.91,0,0,24.55,0,0,0,0,4.91,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,4.91,0,0
7436,83.3 90 8904 JD,8904,JD,83.3,90,-122.8117,32.57833,1989,spring,0,0,0,9.22,0,0,0,9.22,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22,0,0,0,23.05,0,0,0,0,0,0,0,0,0,9.22,0,0,0,0,0,13.83,0,23.05,0,0,0,4.61,9.22,0,0,4.61,0,9.22,46.1,0,0,0,0,18.44,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,83.3 100 8904 JD,8904,JD,83.3,100,-123.4917,32.24333,1989,spring,0,4.88,0,4.88,0,0,9.76,4.88,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,14.64,0,0,0,0,0,9.76,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,83.3 110 8904 JD,8904,JD,83.3,110,-124.17,31.91,1989,spring,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4.5,0,0,0,9,13.5,0,0,0,0,0,13.5,9,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7439,86.7 33 8904 JD,8904,JD,86.7,33,-118.49,33.89,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75,0,0,4.25,0,0,0,12.75,0,0,0,0,0,0,0,0
7440,86.7 35 8904 JD,8904,JD,86.7,35,-118.6283,33.82333,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,85.5,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,86.7 45 8904 JD,8904,JD,86.7,45,-119.3167,33.49,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.8288,0,0,0,0,0,0,0,0,31.56576,0,0,0,0,0,0,0,0,0,0,0,0,10.52192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04384,0,0,0,0,94.69729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,86.7 50 8904 JD,8904,JD,86.7,50,-119.665,33.32333,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0,0,27.42,0,0,0,0,0,0,0,0,0,0,0,0
7443,86.7 55 8904 JD,8904,JD,86.7,55,-120.0067,33.15667,1989,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,9.82,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,19.64,0,0
7444,86.7 60 8904 JD,8904,JD,86.7,60,-120.35,32.99167,1989,spring,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,0,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,0,0,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,0,0,8.62,0,0,8.62,8.62,0,8.62,43.1,0,0,0,0,0,0,25.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,86.7 70 8904 JD,8904,JD,86.7,70,-121.0333,32.65667,1989,spring,0,0,0,0,0,0,0,0,0,0,9.42,0,0,0,4.71,0,0,0,0,0,0,0,0,4.71,14.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.13,0,0,9.42,9.42,0,0,0,0,0,0,0,0,0,14.13,0,4.71,0,0,0,4.71,0,51.81,0,0,4.71,0,4.71,0,9.42,0,0,4.71,42.39,0,0,0,0,0,0,0,0,14.13,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,86.7 80 8904 JD,8904,JD,86.7,80,-121.715,32.32333,1989,spring,0,0,0,10.2,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,5.1,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,5.1,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,10.2,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,86.7 90 8904 JD,8904,JD,86.7,90,-122.3933,31.99167,1989,spring,0,0,0,19.12,0,0,0,0,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,0,0,0,0,0,0,0,0,0,0,0,19.12,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,23.9,0,0,0,0,0,33.46,0,0,0,0,0,0,4.78,0,0,0,19.12,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
